start	end	text
0	10320	Now we can talk about the interesting part of the electric machines.
10320	15320	We start to talk about one of the motors used in the automotive field.
15320	24320	The electric motor is a commutatorless motor and for this offers a number of advantages
24320	32640	over conventional DC motor drives as low cost, high power factor, reliable operation.
32640	41240	The induction motor is an AC motor and there are many different ways to design and control
41240	42500	this motor.
42500	50920	We can find low cost with single phase input or high accuracy with polyphase approach.
50920	55160	The main one is the induction motor with three phase.
55160	61200	Right, you can see the typical structure of an induction motor.
61200	64800	The most common type is the squirrel cage.
64800	74900	You can see the stator incorporated with three phases armature windings, you can see the rotor
74900	81900	incorporated with cage bars that are short-circuited by two hand rings.
81900	90380	You can find two bearings to the mechanical support of the rotor and a machine frame with two
90380	92900	hand belts towards the machine.
92900	100900	The windings in the stator are applied at three phase electrical power that establish a rotating
100900	105900	magnetic field in the air gap between the stator and the rotor.
105900	115900	The stator field can be seen as a series of north-south poles revolving around the circumferences
115900	116900	of the stator.
116900	125900	The rotating speed of the stator magnetic field is linked to the supply frequency f.
125900	132320	In an induction motor, the angular speed of the rotor is lower than the synchronous speed
132320	138900	of the magnetic field generated by the stator windings, hence called asynchronous.
138900	145900	The rotating magnetic field induces currents in the rotor by magnetic induction.
145900	155900	These currents, in turn, generate a rotor magnetic field which opposes flux variations.
155900	163900	It interacts with the stator field generating a torque on the rotor windings which causes the
163900	165900	rotor to rotate.
165900	172900	So, just to recap, we have a current in the stator windings that creates a stator magnetic
172900	173900	field.
173900	180900	This stator magnetic field induces a current in the rotor by magnetic induction.
180900	184900	The rotor current creates a rotor magnetic field.
184900	193900	The interaction between this magnetic field generates a torque that causes the rotor to rotate.
193900	200900	The synchronous speed is linked to the pole paves of the motor and the frequency.
200900	207900	Because the relative motion between the rotating field and the rotator is the key of torque production,
207900	216900	the slip s is defined as you can see in this slide, where omega s represents the synchronous
216900	221900	speed and omega r is the rotor speed.
221900	226900	In this slide, you can see the equivalent circuit of the induction machine.
226900	251900	In this slide, you can find the equation of the torque.
251900	269900	In the right of this slide, we can see the link between the rotor speed and torque.
269900	276900	If the speed of the rotor is synchronous with the angular speed of the stator magnetic field,
276900	283900	no torque is produced by the motor because no current is induced in the rotor windings.
283900	294900	If the rotor rotates at a lower speed than the stator field, so the rotor speed is in the left part of the plot,
