start	end	text
0	10000	Here we can find a list of automotive examples.
10000	18000	Phase synchronous induction motor used in the automotive field has an efficiency of about 90%.
18000	25000	Its main strengths are robustness, simplicity and longevity.
25000	32000	For these reasons, this type of motor is almost mainly used in industrial processes.
32000	48000	In addition, the overload characteristics allow it to be the most suitable type of on-demand motor, allowing it to be used as a front motor in AVD electric cars.
48000	60000	Three examples follow, namely Audi e-tron, Mercedes EQC 400 D-Matic, Tesla Model S and R.
60000	64000	For the performance, we have a particularly high torque.
64000	76000	With regard to the battery, the characteristics of the capacity and recharging times in alternating and direct current are high-glided.
76000	77000	Thank you.
106000	128000	The permanent magnet motor is made from rather rare art materials and China is the country that controls the market the most.
128000	135000	Many car manufacturers tend to reduce the use of these materials for their construction.
135000	148000	Nevertheless, the permanent magnet synchronous motor allows you to achieve the highest efficiency, reaching up to 94% or 95%.
148000	157000	Two examples follow, the Porsche Taycan Plus Sport Turismo and the Audi e-tron GT 4.
157000	165000	The characteristics of torque and charging times in alternating and direct current are highlighted.
165000	171000	In particular, the charging curve is also shown for the Audi.
171000	181000	It can be observed that a greater power absorption is generally obtained when the state of charge is lower.
181000	202000	The permanent magnet synchronous motor offers the best efficiency of all, but the rare-earth materials needed to be used to be used to be used to be used to be used to be used to be used to be used to be used to be used.
202000	214000	The permanent magnet synchronous motor offers the best efficiency of all, but the rare-earth materials needed to build them have an implication.
214000	226000	To address these problems, some manufacturers, notably BMW, Renault Group and Smart currently use an hybrid motor design.
226000	231000	They use synchronous motors that do not require rare-earth materials.
231000	237000	This type of motor is characterized by high efficiency and power density values.
237000	256000	The example of the Renault-Megan E-Tech and the BMW i-X3 are given, for which once again the charging times in alternating and direct current and the torque are highlighted.
267000	284000	In this slide, we can find a final comparison between the different types of electric motors.
284000	311000	In this slide, we can find a table with a list of cars for the max speed, the fastest from 0 to 100, the one with longest range and the higher battery capacity.
311000	312000	Thank you very much.
312000	313000	Thank you very much.
341000	351000	Thank you.
351000	355000	Thank you.
