start	end	text
0	7440	Hello everyone this is the third and final module of the diagnosis lesson. As you've seen
8080	13520	the lesson has been divided in three modules. Module one that was about an introduction about
13520	20320	all diagnosis and already in the first module the ISO 1429 alias UDS has been mentioned.
21200	28000	The module two that was more focused about the status rights and how to get to the specific
28640	37040	status and how to get back from that status still using the concepts behind this norm. Finally
37040	44240	this last and shorter module will have a look at the norm itself so as you see here this is the
44240	51040	ISO that has been always mentioned the ISO 14229 and here you find also the meaning of the acronym
51040	60240	Unified Diagnostic Service UDS. Since it is mentioned so many times in the lessons and also in your
60800	69760	daily working activities I would like to show and scroll down with you the norm to show what we
69760	77280	really care about this norm and how to use it. So as every norm there is a summary of contents
77280	86080	there are a lot of reference or references terms and definitions symbols so a lot of
86080	91600	introductory pages and chapters where you know everything that is will be used during the norm
91600	98240	is explained. But what we really care about is okay it would be interesting to read the first part
98240	104800	you know we're talking about like 30-35 pages so it would be interesting to read also the first pages
104800	115600	as well but once you are aware and you have basic knowledge about the UDS you will use this norm just
115600	120640	looking at the services that you might need for your activities. As you see here
120640	129520	there is a huge list of services all the services that are expected for this norm. So you see here the
129520	139440	service 10 service 11 which we probably mentioned the service 27 here 22 and stuff like this. As you see the
140480	148080	list of services is quite long and here you find also the service 14 that was mentioned in module 2 as well
148080	155920	as the service 19 which is the main one that is mentioned and used almost in all the modules about the
155920	163760	diagnosis that we have done before until now. Service 19 is the biggest one with the largest amount of
163760	170960	sub-services probably for the activities we are interested in so the description of the norm will start from
170960	179520	the easiest of the services that you will probably find yourself using which is the service 22. So just
179520	188160	looking at the summary of the contents we just have to find the service 22 with data by identifier service 22
188160	197360	that is page 97. So here we basically go to the page and we see how a specific service is
197360	208960	set. This kind of structure is repeated for every service. So we are going to see the service 22 but then
208960	217360	this kind of structure is repeated for every service. As mentioned many times in the past as well
217360	223840	you don't have to remember everything by hearth. I mean no one will ask you to remember the whole norm
223840	232720	or the whole norm in every service in every subservice no one will ask you for that. What you have
232720	238320	what you have to remember what you have to to have basically is the norm itself so once you start an
238320	243600	activity if you have to perform some activities about the diagnosis what you will need is basically
244160	250240	diagnostic requirements for that project and if for that project the UDS is used then all you need to
250240	256080	have to have is the UDS itself. So once you have to do an activity I don't know reading an information
256080	263440	reading the error memo raising the error memory whatever you know that you can look in the ISO 14229
263440	269600	alias UDS and then look for the you know the service that you might need how to write it what you should
269600	277200	expect and things like this. So even if there are 300 pages do not get scared because what is really
277200	286160	useful and helpful here is to have the norm read it through and knowing that you can look for
287680	292400	information that you need just reading the norm every time you need it. We will start from service
292400	297920	22 because it is very easy and then we will move to the service 19 which is the main one that we have
297920	305280	always mentioned in use in the previous lessons. As always there is the service description and this is
305280	310640	very helpful because if you already know the service to be used and you just don't remember how to write
310640	317280	it in a frame okay then you can jump this this part this section but if you don't know what is the
317280	322880	service that you might need then the service description of all the services might be helpful for you because
322880	328560	it can explain what can you do with this service and eventually reading through them you can find something
328560	334880	that can be that can suit the suit the activities that you might do so you can find the service that
334880	341680	you might need reading the service description. In this case we already know what this service is used for
341680	348640	but in case you have doubts you can simply read the service description to have a first introduction of
348640	357440	the service in itself. I suggest you to do this kind of like to read at least the service description for the
357440	362720	main services that have been mentioned in the diagnostic lessons that you might have received.
364880	371280	After the description there's always the request message definition so in the norm you will find the
371280	379680	long list of a long a huge number of tables okay so it's important to understand how to read them. In this
379680	386720	case you will always have a chapter of request message as you remember all the diagnostic services are sent to
386720	393360	the electronic control units using diagnostic scan frames okay so what you see here this is actually
393360	400000	the hexadecimal values that you should write inside the scan frame to send diagnostic request. In this table
400000	406160	in fact you see that on the left side there is data byte so the amount of bytes that are needed for this
406160	413200	request and here what is the parameter name and there is the hexadecimal values. Then reading the norm you can
413200	420880	understand also what is this CVT or this mnemonic section but for all we need now what is important
420880	428720	is just to focus on the first column of the data byte eventually the parameter name and hexadecimal. So from
428720	437840	here we see that to write to use the request this service the service 22 we have to write the request message in this way
438400	444400	so we have a first byte where we have the read data by identifier request service id which is the id of
444400	451120	the service the id of the service is 22 we already mentioned it so it means that if i want to request this
451120	461280	kind of a service the message should start with 22 okay then it's said that the the second section of the data
461280	469680	byte is byte 2 and byte 3 and byte 2 and byte 3 there is the data identifier so actually the code of the RDI
469680	476640	okay this is always defined in two bytes so it means that if you want to read a specific information
476640	485600	you will write 22 and the two bytes of the RDI okay as you see the table doesn't stop here because one of
485600	490560	the feature of you know one of the possibilities that you have with this service is to request
492160	499760	more than one RDI per times this is not always possible but it might be possible so this is why
499760	507360	the table doesn't stop here and it means that you can send 22 then the two bytes for the first RDI
507360	512320	other two bytes for the second one until you know all the RDIs that you want to all
512320	525520	uh request for okay we can use the basic example of requesting just one uh uh RDI so what we will have
525520	537760	is 22 and there two bytes at 10 0 8 for example okay where this will be the RDI and this is the service okay
537760	550560	so this is the request then let's move on uh i choose this service because this service does not consider
